CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Dobh BO,496336,BO,Delivery,JASHPUR,CHHATTISGARH,23.0049307,83.8711574
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Kandaibahar BO,496227,BO,Delivery,JASHPUR,CHHATTISGARH,22.4992681,83.9161935
Haryana Circle,DivReportingCircle,Kurukshetra Division,Chandlana B.O,136020,BO,Delivery,KAITHAL,HARYANA,29.875369,76.606611
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Manzgam BO,192233,BO,Delivery,KULGAM,JAMMU AND KASHMIR,33.594226,74.874338
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Ahagam BO,192302,BO,Delivery,PULWAMA,JAMMU AND KASHMIR,75.123591,75.158101
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Chadder BO,192231,BO,Delivery,KULGAM,JAMMU AND KASHMIR,34.104983,74.60939
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Murram BO,192301,BO,Non Delivery,PULWAMA,JAMMU AND KASHMIR,125.9,123.9
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Barsoo BO,192122,BO,Delivery,PULWAMA,JAMMU AND KASHMIR,235.6,112.6
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Shalgam BO,192124,BO,Delivery,ANANTNAG,JAMMU AND KASHMIR,60.2,53.1
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Obindora BO,192211,BO,Delivery,ANANTNAG,JAMMU AND KASHMIR,77.14259,75.158101
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Danipora BO,192202,BO,Delivery,ANANTNAG,JAMMU AND KASHMIR,34.083503,74.628679
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Laripora BO,192126,BO,Delivery,ANANTNAG,JAMMU AND KASHMIR,236.52,725.3
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Yarkhoshipora BO,192221,BO,Delivery,ANANTNAG,JAMMU AND KASHMIR,32.5,2.5
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Hapatnar BO,192129,BO,Delivery,ANANTNAG,JAMMU AND KASHMIR,33.74565,75.220421
Haryana Circle,DivReportingCircle,Kurukshetra Division,Duserpur B.O,136035,BO,Delivery,KAITHAL,HARYANA,30.038024,76.298064
Haryana Circle,DivReportingCircle,Karnal Division,Baroli B.O,126114,BO,Delivery,JIND,HARYANA,29.5902777,76.1099166
Haryana Circle,DivReportingCircle,Karnal Division,Gogrian B.O,126115,BO,Delivery,JIND,HARYANA,28.3,32.5
Haryana Circle,DivReportingCircle,Karnal Division,Mangalpur B.O,126152,BO,Delivery,JIND,HARYANA,29.5902777,76.1099166
Kerala Circle,Calicut Region,Thalassery Division,Bavali BO,670646,BO,Delivery,WAYANAD,KERALA,11.88,76.12
Kerala Circle,Kochi Region,Alwaye Division,Mannathur BO,686667,BO,Delivery,ERNAKULAM,KERALA,9.8925,76.5054
Kerala Circle,Kochi Region,Alwaye Division,Nechoor BO,686664,BO,Delivery,ERNAKULAM,KERALA,15.5934,76.4917
Kerala Circle,Kochi Region,Alwaye Division,Chathamattam BO,686671,BO,Delivery,ERNAKULAM,KERALA,9.95,76.65
Kerala Circle,Kochi Region,Alwaye Division,Kizhmuri BO,686663,BO,Delivery,ERNAKULAM,KERALA,9.925106,76.482064
Kerala Circle,Kochi Region,Alwaye Division,Vadakodevazhakulam BO,686670,BO,Delivery,ERNAKULAM,KERALA,9.0245,76.817303
Kerala Circle,Kochi Region,Alwaye Division,Bhoothathankettu BO,686681,BO,Delivery,ERNAKULAM,KERALA,10.1502777,76.3595833
Kerala Circle,Kochi Region,Alwaye Division,Alattuchira BO,683544,BO,Delivery,ERNAKULAM,KERALA,10.1868,76.5357
Kerala Circle,Kochi Region,Alwaye Division,Vaikkara BO,683549,BO,Delivery,ERNAKULAM,KERALA,15.5934,76.4739
Gujarat Circle,Rajkot Region,Gondal Division,Meta Khambhaliya B.O,360465,BO,Delivery,RAJKOT,GUJARAT,21.818941,70.956909
Gujarat Circle,Rajkot Region,Gondal Division,Chhadvavadar BO,360410,BO,Delivery,RAJKOT,GUJARAT,21.716738,70.353924
Karnataka Circle,North Karnataka Region,Ballari Division,Bandihatti B.O,583102,BO,Delivery,BALLARI,KARNATAKA,15.1336581,76.8888313
Haryana Circle,DivReportingCircle,Hissar Division,Dhanger BO,125048,BO,Delivery,FATEHABAD,HARYANA,29.356295,74.079947
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Fateh Pora BO,192210,BO,Delivery,ANANTNAG,JAMMU AND KASHMIR,33.65328,75.158093
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Quimoh BO,192101,BO,Delivery,ANANTNAG,JAMMU AND KASHMIR,34.076749,74.673205
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Gopal Pora BO,192125,BO,Non Delivery,ANANTNAG,JAMMU AND KASHMIR,132,195.3
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Hirapora BO,192303,BO,Delivery,SHOPIAN,JAMMU AND KASHMIR,32.8,26.8
Karnataka Circle,Bengaluru HQ Region,Channapatna Division,Ajjanahalli B.O,561201,BO,Delivery,RAMANAGARA,KARNATAKA,12.86,77.25
Karnataka Circle,Bengaluru HQ Region,Channapatna Division,Venkatagirikote B.O,562164,BO,Delivery,BENGALURU RURAL,KARNATAKA,13.32,77.75
Haryana Circle,DivReportingCircle,Karnal Division,Bahari B.O,132039,BO,Delivery,KARNAL,HARYANA,100,100
Haryana Circle,DivReportingCircle,Karnal Division,Biana B.O,132054,BO,Delivery,KARNAL,HARYANA,100,100
Haryana Circle,DivReportingCircle,Karnal Division,Gagsina B.O,132114,BO,Delivery,KARNAL,HARYANA,28.92,28.92
Haryana Circle,DivReportingCircle,Karnal Division,Sheikhpura Manchuri B.O,132036,BO,Delivery,KARNAL,HARYANA,28.111111,29.55555
Haryana Circle,DivReportingCircle,Karnal Division,Bajida Jattan B.O,132037,BO,Delivery,KARNAL,HARYANA,29.3959722,76.9606388
Haryana Circle,DivReportingCircle,Karnal Division,Aibla B.O,132157,BO,Delivery,KARNAL,HARYANA,29.3959722,76.9606388
Haryana Circle,DivReportingCircle,Karnal Division,Achhanpur B.O,132024,BO,Delivery,KARNAL,HARYANA,29.3959722,76.9606388
Haryana Circle,DivReportingCircle,Karnal Division,Bara Gaon B.O,132023,BO,Delivery,KARNAL,HARYANA,29.6874444,76.9906666
Haryana Circle,DivReportingCircle,Hissar Division,Nagpur BO,125051,BO,Delivery,FATEHABAD,HARYANA,29.6853055,75.5762777
Haryana Circle,DivReportingCircle,Hissar Division,Nangla BO,125120,BO,Delivery,FATEHABAD,HARYANA,29.7208611,75.9025277
Haryana Circle,DivReportingCircle,Hissar Division,Kharar Alipur BO,125044,BO,Delivery,HISAR,HARYANA,29.1288333,75.7844722
Haryana Circle,DivReportingCircle,Hissar Division,Litani BO,125113,BO,Delivery,HISAR,HARYANA,29.5065833,76.3382222
Haryana Circle,DivReportingCircle,Hissar Division,Ahmedpur BO,125055,BO,Delivery,SIRSA,HARYANA,29.5347777,75.0320833
Haryana Circle,DivReportingCircle,Hissar Division,Lehangewala BO,125078,BO,Delivery,SIRSA,HARYANA,29.6993611,75.0066388
Chattisgarh Circle,DivReportingCircle,Raipur Division,Tenduwa BO,492099,BO,Delivery,RAIPUR,CHHATTISGARH,21.5,81.5
Gujarat Circle,Rajkot Region,Gondal Division,Bakhalvad BO,360050,BO,Delivery,RAJKOT,GUJARAT,22.07497,71.219856
Assam Circle,Dibrugarh Region,Sibsagar Division,Bajalani Kohar B.O,785009,BO,Delivery,JORHAT,ASSAM,26.4242,94.1212
Kerala Circle,Calicut Region,Thalassery Division,Edavaka BO,670645,BO,Delivery,WAYANAD,KERALA,11.8,76.03
Kerala Circle,Calicut Region,Thalassery Division,Cherukattoor BO,670721,BO,Delivery,WAYANAD,KERALA,11.76,76.06
Kerala Circle,Calicut Region,Calicut Division,Kaniyambetta BO,673124,BO,Delivery,WAYANAD,KERALA,11.68,76.1
Kerala Circle,Calicut Region,Calicut Division,Cottanad BO,673577,BO,Delivery,WAYANAD,KERALA,11.55,76.13
Bihar Circle,DivReportingCircle,Vaishali Division,Dhankaul BO,843114,BO,Delivery,VAISHALI,BIHAR,25.7957,85.2088
Gujarat Circle,Vadodara Region,Bardoli Division,Kanjan BO,394655,BO,Delivery,TAPI,GUJARAT,21.0479,73.3835
Gujarat Circle,Vadodara Region,Bardoli Division,Bartad BO,394240,BO,Delivery,SURAT,GUJARAT,20.9712049,73.1601787
Gujarat Circle,Vadodara Region,Bardoli Division,Moramba BO,394380,BO,Delivery,TAPI,GUJARAT,21.476566,74.197713
Gujarat Circle,Vadodara Region,Bardoli Division,Dhamodla BO,394340,BO,Delivery,TAPI,GUJARAT,21.117029,73.107671
Gujarat Circle,Vadodara Region,Bardoli Division,Amchak BO,394250,BO,Delivery,SURAT,GUJARAT,21.02275,73.1432
Gujarat Circle,Vadodara Region,Bardoli Division,Dadhwada BO,394160,BO,Delivery,SURAT,GUJARAT,21.2541747,73.3022142
Gujarat Circle,Vadodara Region,Bardoli Division,Umrakh BO,394345,BO,Delivery,SURAT,GUJARAT,21.1439083,73.081478
Gujarat Circle,Vadodara Region,Bardoli Division,Rumkitalav BO,394370,BO,Delivery,TAPI,GUJARAT,21.476569,74.19771
Gujarat Circle,Vadodara Region,Bardoli Division,Bardipada BO,394715,BO,Delivery,DANG,GUJARAT,21.08852,73.44873
Gujarat Circle,Vadodara Region,Bardoli Division,Kadmal BO,394716,BO,Delivery,DANG,GUJARAT,20.89698,73.73358
Gujarat Circle,Vadodara Region,Bardoli Division,Malegaon BO,394720,BO,Delivery,DANG,GUJARAT,20.5499439,74.528743
Gujarat Circle,Vadodara Region,Bardoli Division,Shampura BO,394330,BO,Delivery,SURAT,GUJARAT,21.270256,72.962451
Gujarat Circle,Vadodara Region,Bardoli Division,Ambheti BO,394352,BO,Delivery,SURAT,GUJARAT,21.04795,73.02494
Gujarat Circle,Vadodara Region,Bardoli Division,Hindla BO,394365,BO,Delivery,TAPI,GUJARAT,20.9755,73.83544
Haryana Circle,DivReportingCircle,Karnal Division,Phaphrana B.O,132046,BO,Delivery,KARNAL,HARYANA,75.9966111,29.5286111
Haryana Circle,DivReportingCircle,Karnal Division,Sambhi B.O,132116,BO,Delivery,KARNAL,HARYANA,75.9966111,29.5286111
Haryana Circle,DivReportingCircle,Karnal Division,Dehra B.O,132122,BO,Delivery,PANIPAT,HARYANA,29.5902777,76.1099166
Haryana Circle,DivReportingCircle,Karnal Division,Pardhana B.O,132107,BO,Delivery,PANIPAT,HARYANA,25.5,25.5
Haryana Circle,DivReportingCircle,Karnal Division,Nara B.O,132113,BO,Delivery,PANIPAT,HARYANA,25.3,25.3
Haryana Circle,DivReportingCircle,Karnal Division,Chhajpur Kalan B.O,132104,BO,Delivery,PANIPAT,HARYANA,25.3,25.3
Haryana Circle,DivReportingCircle,Karnal Division,Rair Kalan B.O,132140,BO,Delivery,PANIPAT,HARYANA,NA,NA
Haryana Circle,DivReportingCircle,Karnal Division,Assan Kalan B.O,132105,BO,Delivery,PANIPAT,HARYANA,32.3,25.3
Haryana Circle,DivReportingCircle,Karnal Division,Gandhi Samarak Nidhi B.O,132102,BO,Delivery,PANIPAT,HARYANA,33.33,25.36
Haryana Circle,DivReportingCircle,Karnal Division,Beholi B.O,132101,BO,Delivery,PANIPAT,HARYANA,33.66,33.6
Haryana Circle,DivReportingCircle,Karnal Division,Munak B.O,132040,BO,Delivery,KARNAL,HARYANA,100,100
Haryana Circle,DivReportingCircle,Karnal Division,Garhi Jattan B.O,132041,BO,Delivery,KARNAL,HARYANA,29.5902777,76.1099166
Haryana Circle,DivReportingCircle,Karnal Division,Canal Colony B.O,132001,BO,Delivery,KARNAL,HARYANA,29.32,29.32
Haryana Circle,DivReportingCircle,Karnal Division,Khirajpur B.O,132022,BO,Delivery,KARNAL,HARYANA,NA,29.4444
Haryana Circle,DivReportingCircle,Karnal Division,Bairsal B.O,132117,BO,Delivery,KARNAL,HARYANA,29.3959722,76.9606388
Haryana Circle,DivReportingCircle,Karnal Division,Dadola B.O,132108,BO,Delivery,PANIPAT,HARYANA,25.3,25.3
Haryana Circle,DivReportingCircle,Karnal Division,Bursham B.O,132106,BO,Delivery,PANIPAT,HARYANA,36.39,32.36
Bihar Circle,"East Region, Bhagalpur",Nalanda Division,Chorsua BO,803115,BO,Delivery,NALANDA,BIHAR,25.11,85.52
Karnataka Circle,North Karnataka Region,Dharwad Division,Shinganalli B.O,580011,BO,Delivery,DHARWAD,KARNATAKA,15.5574073,74.8871353
Karnataka Circle,North Karnataka Region,Dharwad Division,Kalkeri B.O,580007,BO,Delivery,DHARWAD,KARNATAKA,15.4131839,74.8810888
Karnataka Circle,North Karnataka Region,Dharwad Division,Banagitti Gudihal B.O,580114,BO,Delivery,DHARWAD,KARNATAKA,15.2785284,75.0119183
Karnataka Circle,North Karnataka Region,Dharwad Division,Kurabagatti B.O,581105,BO,Delivery,DHARWAD,KARNATAKA,15.5689699,74.9640765
Karnataka Circle,North Karnataka Region,Dharwad Division,Dastikoppa B.O,581204,BO,Delivery,DHARWAD,KARNATAKA,15.1800591,74.9722462
Bihar Circle,DivReportingCircle,Patna Division,BARAH BO,801112,BO,Delivery,PATNA,BIHAR,25.6035876,85.135576
Bihar Circle,"East Region, Bhagalpur",Nalanda Division,Barara BO,803118,BO,Delivery,NALANDA,BIHAR,77.04,30.21
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Dongripali BO,496551,BO,Delivery,RAIGARH,CHHATTISGARH,21.4114114,83.3335151
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Barbhouna BO,496665,BO,Delivery,RAIGARH,CHHATTISGARH,22.0635447,83.1782983
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Jamarga BO,496116,BO,Delivery,RAIGARH,CHHATTISGARH,22.6360022,83.2532771
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Bahirkela BO,496111,BO,Delivery,RAIGARH,CHHATTISGARH,22.198004,83.297743
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Kapisda BO,496450,BO,Delivery,RAIGARH,CHHATTISGARH,21.8442548,82.7643784
Gujarat Circle,Rajkot Region,Rajkot Division,Vadali BO,360020,BO,Delivery,RAJKOT,GUJARAT,22.2097214,70.8945714
Kerala Circle,Kochi Region,Alwaye Division,Pulluvazhi BO,683541,BO,Delivery,ERNAKULAM,KERALA,15.5934,76.5444
Kerala Circle,Calicut Region,Calicut Division,Vazhayur East BO,673633,BO,Delivery,MALAPPURAM,KERALA,11.22,75.93
Kerala Circle,Calicut Region,Calicut Division,Kanni Paramba BO,673661,BO,Delivery,KOZHIKODE,KERALA,11.26,75.96
Kerala Circle,Calicut Region,Calicut Division,Edakkad  West Hill BO,673005,BO,Delivery,KOZHIKODE,KERALA,11.25,75.79
Gujarat Circle,Rajkot Region,Rajkot Division,Magharvada BO,360023,BO,Delivery,RAJKOT,GUJARAT,22.193524,70.5912252
Assam Circle,Dibrugarh Region,Sibsagar Division,Fakalapather B.O,785111,BO,Delivery,JORHAT,ASSAM,26.502,94.1444
Jammukashmir Circle,DivReportingCircle,Srinagar Division,Drabgam BO,192306,BO,Delivery,PULWAMA,JAMMU AND KASHMIR,33.82021,74.815835
Karnataka Circle,Bengaluru HQ Region,Channapatna Division,Basettihalli B.O,562163,BO,Delivery,BENGALURU RURAL,KARNATAKA,13.26,77.55
Karnataka Circle,North Karnataka Region,Gadag Division,Gujamagadi B.O,582102,BO,Delivery,GADAG,KARNATAKA,15.5570895,75.6717323
Haryana Circle,DivReportingCircle,Karnal Division,Palri B.O,132145,BO,Delivery,PANIPAT,HARYANA,23.5,23.5
Gujarat Circle,Vadodara Region,Bardoli Division,Amalsadi BO,394350,BO,Delivery,SURAT,GUJARAT,21.0520706,73.0870665
Gujarat Circle,Vadodara Region,Bardoli Division,Vihan BO,394320,BO,Delivery,SURAT,GUJARAT,21.2116,73.06535
Gujarat Circle,Vadodara Region,Bardoli Division,Chhapti BO,394375,BO,Delivery,TAPI,GUJARAT,21.1927,73.7491
Gujarat Circle,Vadodara Region,Bardoli Division,Abrama BO,394150,BO,Delivery,SURAT,GUJARAT,21.3186,72.92655
Chattisgarh Circle,DivReportingCircle,Raipur Division,Khamtarai BO,492008,BO,Non Delivery,RAIPUR,CHHATTISGARH,21.23784,81.70542
Gujarat Circle,Vadodara Region,Kheda Division,Bhumel BO,387370,BO,Delivery,KHEDA,GUJARAT,22.6410669,72.9204326
Gujarat Circle,Rajkot Region,Rajkot Division,Pal BO,360004,BO,Delivery,RAJKOT,GUJARAT,22.216295,70.7408699
Gujarat Circle,Rajkot Region,Gondal Division,Devla B.O,360485,BO,Delivery,RAJKOT,GUJARAT,20.460423,74.182894
Gujarat Circle,Rajkot Region,Gondal Division,Ishavariya BO,360040,BO,Delivery,RAJKOT,GUJARAT,22.0332375,71.2027253
Himachal Pradesh Circle,DivReportingCircle,Hamirpur Division,Dangar BO,174023,BO,Delivery,BILASPUR,HIMACHAL PRADESH,31.5192,76.6318
Himachal Pradesh Circle,DivReportingCircle,Hamirpur Division,Dagsech BO,174032,BO,Delivery,BILASPUR,HIMACHAL PRADESH,31.2561,76.8331
Gujarat Circle,Vadodara Region,Vadodara East Division,Lachharas BO,391130,BO,Delivery,CHHOTAUDEPUR,GUJARAT,15.5934,73.5446
Maharashtra Circle,Nagpur Region,Chandrapur Division,Subai B.O,442905,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.5733438,79.4422593
Gujarat Circle,Vadodara Region,Surat Division,Ghanavad BO,394445,BO,Delivery,SURAT,GUJARAT,21.43824,73.53585
Karnataka Circle,North Karnataka Region,Dharwad Division,Shirkol B.O,580112,BO,Delivery,DHARWAD,KARNATAKA,15.6100263,75.2113435
Karnataka Circle,North Karnataka Region,Dharwad Division,Kittur B.O,582201,BO,Delivery,DHARWAD,KARNATAKA,15.525741,75.4473455
Gujarat Circle,Vadodara Region,Bardoli Division,Italva BO,394315,BO,Delivery,SURAT,GUJARAT,21.0834105,72.9873864
Gujarat Circle,Vadodara Region,Bardoli Division,Nogama BO,394170,BO,Delivery,SURAT,GUJARAT,21.3717419,73.0557774
Gujarat Circle,Vadodara Region,Panchmahals Division,Ladpur BO,389265,BO,Delivery,Mahisagar,GUJARAT,23.2290156,73.78737
Gujarat Circle,Vadodara Region,Kheda Division,Kalamsar BO,388640,BO,Delivery,ANAND,GUJARAT,22.313122,72.6194
Gujarat Circle,Vadodara Region,Kheda Division,Ravli BO,387375,BO,Delivery,ANAND,GUJARAT,22.476646,72.799205
Gujarat Circle,Vadodara Region,Kheda Division,Bamanva BO,388580,BO,Delivery,ANAND,GUJARAT,22.313121,72.619401
Gujarat Circle,Vadodara Region,Panchmahals Division,Suliyat BO,389110,BO,Delivery,PANCH MAHALS,GUJARAT,23.05281,73.861185
Gujarat Circle,Vadodara Region,Panchmahals Division,Aasayadi BO,389130,BO,Delivery,DOHAD,GUJARAT,22.7017,73.4141
Gujarat Circle,Vadodara Region,Panchmahals Division,Babrol BO,389260,BO,Delivery,Mahisagar,GUJARAT,23.185478,73.96381
Gujarat Circle,Vadodara Region,Panchmahals Division,Limdi Timba BO,389232,BO,Delivery,Mahisagar,GUJARAT,23.343525,73.606155
Gujarat Circle,Vadodara Region,Panchmahals Division,Balaiya BO,389190,BO,Delivery,DOHAD,GUJARAT,23.195832,74.000011
Gujarat Circle,Vadodara Region,Panchmahals Division,Bhilod BO,389341,BO,Delivery,PANCH MAHALS,GUJARAT,22.629139,73.62063
Gujarat Circle,Vadodara Region,Panchmahals Division,Medapur BO,389310,BO,Delivery,PANCH MAHALS,GUJARAT,22.58699,73.50124
Gujarat Circle,Vadodara Region,Panchmahals Division,Bhadroli Khurd BO,389320,BO,Delivery,PANCH MAHALS,GUJARAT,22.7,73.50256
Karnataka Circle,North Karnataka Region,Bidar Division,Hangarga(B) B.O,585326,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Alandi B.O,585328,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Halsi (L) B.O,585411,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Gadgi B.O,585402,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Chidri B.O,585403,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Walkhindi B.O,585412,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Dhannura (H) B.O,585413,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Gadag Division,Doni B.O,582103,BO,Delivery,GADAG,KARNATAKA,15.2965505,75.7216106
Karnataka Circle,North Karnataka Region,Gadag Division,Asuti B.O,582203,BO,Delivery,GADAG,KARNATAKA,15.7788867,75.588101
Karnataka Circle,North Karnataka Region,Gadag Division,Shagoti B.O,582205,BO,Delivery,GADAG,KARNATAKA,15.4414112,75.5114649
Karnataka Circle,North Karnataka Region,Gadag Division,Halligudi B.O,582115,BO,Delivery,GADAG,KARNATAKA,15.401854,75.8337913
Karnataka Circle,North Karnataka Region,Gadag Division,Gogeri B.O,582114,BO,Delivery,GADAG,KARNATAKA,15.7333321,76.0191534
Karnataka Circle,North Karnataka Region,Gadag Division,Belhod B.O,582204,BO,Delivery,GADAG,KARNATAKA,15.582946,75.5503784
Karnataka Circle,North Karnataka Region,Bagalkot Division,Cholachagudd B.O,587201,BO,Delivery,BAGALKOTE,KARNATAKA,15.8793,75.7095
Karnataka Circle,North Karnataka Region,Bagalkot Division,Kirsur B.O,587111,BO,Delivery,BAGALKOTE,KARNATAKA,16.185021,75.696233
Karnataka Circle,North Karnataka Region,Bagalkot Division,Haveli B.O,587103,BO,Delivery,BAGALKOTE,KARNATAKA,16.185017,75.696237
Jharkhand Circle,DivReportingCircle,Palamau Division,Manika BO,822126,BO,Delivery,LATEHAR,JHARKHAND,23.16597,85.326749
Karnataka Circle,North Karnataka Region,Dharwad Division,Gopankoppa B.O,580023,BO,Delivery,DHARWAD,KARNATAKA,15.3747127,75.1441905
Karnataka Circle,North Karnataka Region,Dharwad Division,Baradwad B.O,581195,BO,Delivery,DHARWAD,KARNATAKA,15.2730529,75.3955698
Karnataka Circle,North Karnataka Region,Dharwad Division,Kamadolli B.O,581113,BO,Delivery,DHARWAD,KARNATAKA,15.205722,75.2556256
Karnataka Circle,North Karnataka Region,Dharwad Division,Belavatgi B.O,582208,BO,Delivery,DHARWAD,KARNATAKA,15.5941291,75.3763922
Karnataka Circle,North Karnataka Region,Dharwad Division,Guddadhulikatti B.O,580024,BO,Delivery,DHARWAD,KARNATAKA,15.1554935,75.1263223
Karnataka Circle,North Karnataka Region,Dharwad Division,Yerebudhihal B.O,581117,BO,Delivery,DHARWAD,KARNATAKA,15.204117,75.3818496
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vivekanandnagar BO,382445,BO,Delivery,AHMADABAD,GUJARAT,22.93,72.66
Gujarat Circle,Rajkot Region,Gondal Division,Navagam BO,360320,BO,Delivery,RAJKOT,GUJARAT,22.48341,70.072064
Jammukashmir Circle,DivReportingCircle,Baramulla Division,Sultanpora Kandi B.O,193101,BO,Delivery,BARAMULLA,JAMMU AND KASHMIR,34.144944,74.02
Jammukashmir Circle,DivReportingCircle,Baramulla Division,Bomai B.O,193201,BO,Delivery,BARAMULLA,JAMMU AND KASHMIR,34.365984,74.389786
Kerala Circle,Calicut Region,Calicut Division,Thariote North BO,673575,BO,Delivery,WAYANAD,KERALA,11.67,75.96
Gujarat Circle,Vadodara Region,Surat Division,Ambawadi BO,394430,BO,Delivery,SURAT,GUJARAT,23.019081,23.019081
Gujarat Circle,Vadodara Region,Surat Division,Kosmada BO,395013,BO,Delivery,SURAT,GUJARAT,21.2027253,72.9189284
Gujarat Circle,Vadodara Region,Surat Division,Asarma BO,394405,BO,Delivery,SURAT,GUJARAT,21.197994,72.743704
Gujarat Circle,Vadodara Region,Surat Division,Bundha BO,394440,BO,Delivery,SURAT,GUJARAT,21.404728,73.3915
Gujarat Circle,Vadodara Region,Vadodara East Division,Bithli BO,391105,BO,Delivery,VADODARA,GUJARAT,21.4429,73.3674
Gujarat Circle,Vadodara Region,Surat Division,Parvat BO,395012,BO,Non Delivery,SURAT,GUJARAT,21.323617,72.850773
Himachal Pradesh Circle,DivReportingCircle,Shimla Division,Galeha BO,171204,BO,Delivery,SHIMLA,HIMACHAL PRADESH,31.0886325,77.1290423
Himachal Pradesh Circle,DivReportingCircle,Shimla Division,Baghar BO,171202,BO,Delivery,SHIMLA,HIMACHAL PRADESH,30.913796,77.1292365
Jammukashmir Circle,DivReportingCircle,Baramulla Division,Nambla B.O,193123,BO,Delivery,BARAMULLA,JAMMU AND KASHMIR,34.08,74.01
Haryana Circle,DivReportingCircle,Gurgaon Division,Raisina BO,122102,BO,Delivery,GURUGRAM,HARYANA,28.352169,77.06471
Haryana Circle,DivReportingCircle,Gurgaon Division,Khera Khurampur BO,122506,BO,Delivery,GURUGRAM,HARYANA,28.446796,76.825692
Haryana Circle,DivReportingCircle,Gurgaon Division,Budhera BO,122505,BO,Delivery,GURUGRAM,HARYANA,28.421592,76.914258
Karnataka Circle,North Karnataka Region,Ballari Division,Siriganahalli B.O,583137,BO,Delivery,BALLARI,KARNATAKA,14.5820792,75.9261041
Karnataka Circle,North Karnataka Region,Ballari Division,Enigi B.O,583224,BO,Delivery,BALLARI,KARNATAKA,15.1373404,76.0788522
Bihar Circle,DivReportingCircle,Rohtas Division,Nawadih Karma BO,821302,BO,Delivery,ROHTAS,BIHAR,24.705824,84.003686
Karnataka Circle,North Karnataka Region,Bagalkot Division,Choudapur B.O,587115,BO,Delivery,BAGALKOTE,KARNATAKA,16.18502,75.696234
Karnataka Circle,North Karnataka Region,Bagalkot Division,Ilal B.O,587202,BO,Delivery,BAGALKOTE,KARNATAKA,15.91344,75.93175
Karnataka Circle,North Karnataka Region,Bidar Division,Kappargaon B.O,585329,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Bidar Division,Attarga B.O,585416,BO,Delivery,BIDAR,KARNATAKA,NA,NA
Karnataka Circle,North Karnataka Region,Kalaburagi Division,Bhagewadi B.O,585211,BO,Delivery,KALABURAGI,KARNATAKA,17.19,77.04
Karnataka Circle,South Karnataka Region,Hassan Division,Niduvani B.O,573210,BO,Delivery,HASSAN,KARNATAKA,12.67,76.19
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Pasia BO,496224,BO,Delivery,JASHPUR,CHHATTISGARH,22.6514543,83.6720756
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Kalaru BO,496331,BO,Delivery,JASHPUR,CHHATTISGARH,22.8930933,84.0511025
Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,Madhavgadh BO,382320,BO,Delivery,GANDHINAGAR,GUJARAT,23.35,72.65
Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,Tintoda BO,382422,BO,Delivery,GANDHINAGAR,GUJARAT,23.53,72.61
Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,Serisa BO,382725,BO,Delivery,GANDHINAGAR,GUJARAT,23.2,72.47
Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,Solaiya BO,382810,BO,Delivery,GANDHINAGAR,GUJARAT,23.46,72.62
